Sample_ID_1	Sample_ID_2	Population_1	Population_2	Ind_1	Ind_2	CHRType	K	Value	Triangle
KAZ14035	KAZ14054	Chokpak	Chokpak	Chokpak_04	Chokpak_06	Autosomes	K = 4	 0.005966	Individual
KAZ14035	KAZ14054	Chokpak	Chokpak	Chokpak_04	Chokpak_06	Allosome	K = 5	 0.020835	Individual
KAZ14054	KAZ14054	Chokpak	Chokpak	Chokpak_06	Chokpak_06	Allosome	K = 6	10	Individual
KAZ14032	KAZ14054	Chokpak	Chokpak	Chokpak_03	Chokpak_06	Allosome	K = 3	 0.036240	Individual
KAZ14035	KAZ14054	Chokpak	Chokpak	Chokpak_04	Chokpak_06	Autosomes	K = 3	 0.005966	Individual
KAZ14032	KAZ14054	Chokpak	Chokpak	Chokpak_03	Chokpak_06	Autosomes	K = 4	 0.003914	Individual
KAZ14035	KAZ14054	Chokpak	Chokpak	Chokpak_04	Chokpak_06	Autosomes	K = 6	 0.005966	Individual
KAZ14003	KAZ14054	Chokpak	Chokpak	Chokpak_02	Chokpak_06	Allosome	K = 4	 0.018659	Individual
KAZ14032	KAZ14054	Chokpak	Chokpak	Chokpak_03	Chokpak_06	Autosomes	K = 7	 0.003914	Individual
KAZ14001	KAZ14054	Chokpak	Chokpak	Chokpak_01	Chokpak_06	Allosome	K = 2	 0.052398	Individual
KAZ14032	KAZ14054	Chokpak	Chokpak	Chokpak_03	Chokpak_06	Autosomes	K = 2	 0.007359	Individual
KAZ14003	KAZ14054	Chokpak	Chokpak	Chokpak_02	Chokpak_06	Autosomes	K = 5	 0.004944	Individual
KAZ14035	KAZ14054	Chokpak	Chokpak	Chokpak_04	Chokpak_06	Autosomes	K = 2	 0.008776	Individual
KAZ14001	KAZ14054	Chokpak	Chokpak	Chokpak_01	Chokpak_06	Allosome	K = 6	 0.022917	Individual
KAZ14054	KAZ14054	Chokpak	Chokpak	Chokpak_06	Chokpak_06	Allosome	K = 5	10	Individual
KAZ14053	KAZ14054	Chokpak	Chokpak	Chokpak_05	Chokpak_06	Autosomes	K = 7	 0.006224	Individual
KAZ14035	KAZ14054	Chokpak	Chokpak	Chokpak_04	Chokpak_06	Autosomes	K = 7	 0.005966	Individual
KAZ14053	KAZ14054	Chokpak	Chokpak	Chokpak_05	Chokpak_06	Allosome	K = 3	 0.004762	Individual
KAZ14054	KAZ14054	Chokpak	Chokpak	Chokpak_06	Chokpak_06	Autosomes	K = 5	10	Individual
KAZ14035	KAZ14054	Chokpak	Chokpak	Chokpak_04	Chokpak_06	Allosome	K = 7	-0.048227	Individual
KAZ14032	KAZ14054	Chokpak	Chokpak	Chokpak_03	Chokpak_06	Allosome	K = 4	 0.036259	Individual
KAZ14032	KAZ14054	Chokpak	Chokpak	Chokpak_03	Chokpak_06	Allosome	K = 6	 0.036200	Individual
KAZ14035	KAZ14054	Chokpak	Chokpak	Chokpak_04	Chokpak_06	Autosomes	K = 5	 0.005966	Individual
KAZ14001	KAZ14054	Chokpak	Chokpak	Chokpak_01	Chokpak_06	Autosomes	K = 4	 0.008006	Individual
KAZ14003	KAZ14054	Chokpak	Chokpak	Chokpak_02	Chokpak_06	Allosome	K = 2	 0.062907	Individual
KAZ14003	KAZ14054	Chokpak	Chokpak	Chokpak_02	Chokpak_06	Allosome	K = 7	-0.027345	Individual
KAZ14003	KAZ14055	Chokpak	Chokpak	Chokpak_02	Chokpak_07	Autosomes	K = 4	 0.006803	Individual
KAZ14054	KAZ14055	Chokpak	Chokpak	Chokpak_06	Chokpak_07	Allosome	K = 4	 0.058999	Individual
KAZ14032	KAZ14055	Chokpak	Chokpak	Chokpak_03	Chokpak_07	Autosomes	K = 6	-0.000205	Individual
KAZ14032	KAZ14055	Chokpak	Chokpak	Chokpak_03	Chokpak_07	Allosome	K = 7	 0.002156	Individual
KAZ14055	KAZ14055	Chokpak	Chokpak	Chokpak_07	Chokpak_07	Autosomes	K = 5	10	Individual
KAZ14035	KAZ14055	Chokpak	Chokpak	Chokpak_04	Chokpak_07	Allosome	K = 4	 0.021799	Individual
KAZ14003	KAZ14055	Chokpak	Chokpak	Chokpak_02	Chokpak_07	Allosome	K = 5	 0.065625	Individual
KAZ14003	KAZ14055	Chokpak	Chokpak	Chokpak_02	Chokpak_07	Autosomes	K = 6	 0.006803	Individual
KAZ14053	KAZ14055	Chokpak	Chokpak	Chokpak_05	Chokpak_07	Allosome	K = 2	 0.076102	Individual
KAZ14001	KAZ14055	Chokpak	Chokpak	Chokpak_01	Chokpak_07	Autosomes	K = 7	 0.006090	Individual
KAZ14001	KAZ14055	Chokpak	Chokpak	Chokpak_01	Chokpak_07	Allosome	K = 3	 0.008804	Individual
KAZ14055	KAZ14055	Chokpak	Chokpak	Chokpak_07	Chokpak_07	Allosome	K = 7	10	Individual
KAZ14054	KAZ14055	Chokpak	Chokpak	Chokpak_06	Chokpak_07	Autosomes	K = 6	 0.004800	Individual
KAZ14055	KAZ14055	Chokpak	Chokpak	Chokpak_07	Chokpak_07	Autosomes	K = 3	10	Individual
KAZ14053	KAZ14055	Chokpak	Chokpak	Chokpak_05	Chokpak_07	Autosomes	K = 3	 0.010492	Individual
KAZ14032	KAZ14055	Chokpak	Chokpak	Chokpak_03	Chokpak_07	Allosome	K = 2	 0.054782	Individual
KAZ14032	KAZ14055	Chokpak	Chokpak	Chokpak_03	Chokpak_07	Autosomes	K = 3	-0.000205	Individual
KAZ14054	KAZ14055	Chokpak	Chokpak	Chokpak_06	Chokpak_07	Allosome	K = 7	 0.042495	Individual
KAZ14055	KAZ14055	Chokpak	Chokpak	Chokpak_07	Chokpak_07	Autosomes	K = 6	10	Individual
KAZ14053	KAZ14055	Chokpak	Chokpak	Chokpak_05	Chokpak_07	Autosomes	K = 4	 0.010492	Individual
KAZ14054	KAZ14055	Chokpak	Chokpak	Chokpak_06	Chokpak_07	Autosomes	K = 7	 0.004800	Individual
KAZ14054	KAZ14055	Chokpak	Chokpak	Chokpak_06	Chokpak_07	Autosomes	K = 2	 0.007669	Individual
KAZ14035	KAZ14055	Chokpak	Chokpak	Chokpak_04	Chokpak_07	Autosomes	K = 7	 0.007476	Individual
KAZ14001	KAZ14055	Chokpak	Chokpak	Chokpak_01	Chokpak_07	Allosome	K = 7	-0.009095	Individual
KAZ14053	KAZ14055	Chokpak	Chokpak	Chokpak_05	Chokpak_07	Autosomes	K = 5	 0.010492	Individual
KAZ14001	KAZ14055	Chokpak	Chokpak	Chokpak_01	Chokpak_07	Autosomes	K = 2	 0.009185	Individual
KAZ14032	KAZ14055	Chokpak	Chokpak	Chokpak_03	Chokpak_07	Autosomes	K = 7	-0.000205	Individual
KAZ14055	KAZ14055	Chokpak	Chokpak	Chokpak_07	Chokpak_07	Autosomes	K = 4	10	Individual
KAZ14001	KAZ14055	Chokpak	Chokpak	Chokpak_01	Chokpak_07	Autosomes	K = 6	 0.006090	Individual
KAZ14035	KAZ14055	Chokpak	Chokpak	Chokpak_04	Chokpak_07	Allosome	K = 6	 0.021801	Individual
KAZ14053	KAZ14055	Chokpak	Chokpak	Chokpak_05	Chokpak_07	Allosome	K = 6	 0.042937	Individual
KAZ14054	KAZ14055	Chokpak	Chokpak	Chokpak_06	Chokpak_07	Allosome	K = 3	 0.059118	Individual
KAZ14035	KAZ14055	Chokpak	Chokpak	Chokpak_04	Chokpak_07	Allosome	K = 2	 0.064191	Individual
KAZ14001	KAZ14055	Chokpak	Chokpak	Chokpak_01	Chokpak_07	Autosomes	K = 5	 0.006090	Individual
KAZ14035	KAZ14055	Chokpak	Chokpak	Chokpak_04	Chokpak_07	Autosomes	K = 3	 0.007476	Individual
KAZ14035	KAZ14055	Chokpak	Chokpak	Chokpak_04	Chokpak_07	Allosome	K = 3	 0.021967	Individual
KAZ14055	KAZ14055	Chokpak	Chokpak	Chokpak_07	Chokpak_07	Allosome	K = 5	10	Individual
KAZ14032	KAZ14055	Chokpak	Chokpak	Chokpak_03	Chokpak_07	Allosome	K = 3	 0.034747	Individual
KAZ14003	KAZ14055	Chokpak	Chokpak	Chokpak_02	Chokpak_07	Allosome	K = 4	 0.065630	Individual
KAZ14003	KAZ14055	Chokpak	Chokpak	Chokpak_02	Chokpak_07	Allosome	K = 6	 0.065577	Individual
KAZ14055	KAZ14055	Chokpak	Chokpak	Chokpak_07	Chokpak_07	Allosome	K = 4	10	Individual
KAZ14054	KAZ14055	Chokpak	Chokpak	Chokpak_06	Chokpak_07	Allosome	K = 2	 0.087121	Individual
KAZ14032	KAZ14055	Chokpak	Chokpak	Chokpak_03	Chokpak_07	Autosomes	K = 5	-0.000205	Individual
KAZ14003	KAZ14055	Chokpak	Chokpak	Chokpak_02	Chokpak_07	Autosomes	K = 5	 0.006803	Individual
KAZ14003	KAZ14055	Chokpak	Chokpak	Chokpak_02	Chokpak_07	Autosomes	K = 3	 0.006803	Individual
KAZ14055	KAZ14055	Chokpak	Chokpak	Chokpak_07	Chokpak_07	Allosome	K = 6	10	Individual
KAZ14035	KAZ14055	Chokpak	Chokpak	Chokpak_04	Chokpak_07	Allosome	K = 7	-0.035156	Individual
KAZ14001	KAZ14055	Chokpak	Chokpak	Chokpak_01	Chokpak_07	Autosomes	K = 3	 0.006090	Individual
KAZ14053	KAZ14055	Chokpak	Chokpak	Chokpak_05	Chokpak_07	Autosomes	K = 2	 0.013187	Individual
KAZ14053	KAZ14055	Chokpak	Chokpak	Chokpak_05	Chokpak_07	Autosomes	K = 6	 0.010492	Individual
KAZ14053	KAZ14055	Chokpak	Chokpak	Chokpak_05	Chokpak_07	Allosome	K = 7	 0.027975	Individual
KAZ14001	KAZ14055	Chokpak	Chokpak	Chokpak_01	Chokpak_07	Allosome	K = 4	 0.008780	Individual
KAZ14003	KAZ14055	Chokpak	Chokpak	Chokpak_02	Chokpak_07	Allosome	K = 3	 0.065645	Individual
KAZ14035	KAZ14055	Chokpak	Chokpak	Chokpak_04	Chokpak_07	Autosomes	K = 4	 0.007476	Individual
KAZ14035	KAZ14055	Chokpak	Chokpak	Chokpak_04	Chokpak_07	Autosomes	K = 6	 0.007476	Individual
KAZ14032	KAZ14055	Chokpak	Chokpak	Chokpak_03	Chokpak_07	Allosome	K = 5	 0.034735	Individual
KAZ14035	KAZ14055	Chokpak	Chokpak	Chokpak_04	Chokpak_07	Autosomes	K = 5	 0.007476	Individual
KAZ14003	KAZ14055	Chokpak	Chokpak	Chokpak_02	Chokpak_07	Autosomes	K = 7	 0.006803	Individual
KAZ14003	KAZ14055	Chokpak	Chokpak	Chokpak_02	Chokpak_07	Allosome	K = 2	 0.112504	Individual
KAZ14003	KAZ14055	Chokpak	Chokpak	Chokpak_02	Chokpak_07	Autosomes	K = 2	 0.009438	Individual
KAZ14001	KAZ14055	Chokpak	Chokpak	Chokpak_01	Chokpak_07	Allosome	K = 6	 0.008771	Individual
KAZ14001	KAZ14055	Chokpak	Chokpak	Chokpak_01	Chokpak_07	Allosome	K = 2	 0.039407	Individual
KAZ14053	KAZ14055	Chokpak	Chokpak	Chokpak_05	Chokpak_07	Allosome	K = 5	 0.042907	Individual
KAZ14032	KAZ14055	Chokpak	Chokpak	Chokpak_03	Chokpak_07	Autosomes	K = 4	-0.000205	Individual
KAZ14035	KAZ14055	Chokpak	Chokpak	Chokpak_04	Chokpak_07	Autosomes	K = 2	 0.010087	Individual
KAZ14035	KAZ14055	Chokpak	Chokpak	Chokpak_04	Chokpak_07	Allosome	K = 5	 0.021796	Individual
KAZ14053	KAZ14055	Chokpak	Chokpak	Chokpak_05	Chokpak_07	Allosome	K = 4	 0.042909	Individual
KAZ14054	KAZ14055	Chokpak	Chokpak	Chokpak_06	Chokpak_07	Allosome	K = 6	 0.058981	Individual
KAZ14053	KAZ14055	Chokpak	Chokpak	Chokpak_05	Chokpak_07	Autosomes	K = 7	 0.010492	Individual
KAZ14055	KAZ14055	Chokpak	Chokpak	Chokpak_07	Chokpak_07	Autosomes	K = 2	10	Individual
KAZ14055	KAZ14055	Chokpak	Chokpak	Chokpak_07	Chokpak_07	Autosomes	K = 7	10	Individual
KAZ14054	KAZ14055	Chokpak	Chokpak	Chokpak_06	Chokpak_07	Allosome	K = 5	 0.058995	Individual
KAZ14032	KAZ14055	Chokpak	Chokpak	Chokpak_03	Chokpak_07	Allosome	K = 6	 0.034653	Individual
KAZ14054	KAZ14055	Chokpak	Chokpak	Chokpak_06	Chokpak_07	Autosomes	K = 4	 0.004800	Individual
KAZ14054	KAZ14055	Chokpak	Chokpak	Chokpak_06	Chokpak_07	Autosomes	K = 3	 0.004800	Individual
KAZ14001	KAZ14055	Chokpak	Chokpak	Chokpak_01	Chokpak_07	Autosomes	K = 4	 0.006090	Individual
KAZ14053	KAZ14055	Chokpak	Chokpak	Chokpak_05	Chokpak_07	Allosome	K = 3	 0.043043	Individual
KAZ14032	KAZ14055	Chokpak	Chokpak	Chokpak_03	Chokpak_07	Autosomes	K = 2	 0.003037	Individual
KAZ14001	KAZ14055	Chokpak	Chokpak	Chokpak_01	Chokpak_07	Allosome	K = 5	 0.008776	Individual
KAZ14003	KAZ14055	Chokpak	Chokpak	Chokpak_02	Chokpak_07	Allosome	K = 7	 0.039450	Individual
KAZ14055	KAZ14055	Chokpak	Chokpak	Chokpak_07	Chokpak_07	Allosome	K = 3	10	Individual
KAZ14054	KAZ14055	Chokpak	Chokpak	Chokpak_06	Chokpak_07	Autosomes	K = 5	 0.004800	Individual
KAZ14055	KAZ14055	Chokpak	Chokpak	Chokpak_07	Chokpak_07	Allosome	K = 2	10	Individual
KAZ14032	KAZ14055	Chokpak	Chokpak	Chokpak_03	Chokpak_07	Allosome	K = 4	 0.034742	Individual
KAZ14057	KAZ14057	Chokpak	Chokpak	Chokpak_08	Chokpak_08	Autosomes	K = 2	10	Individual
KAZ14035	KAZ14057	Chokpak	Chokpak	Chokpak_04	Chokpak_08	Allosome	K = 4	 0.116687	Individual
KAZ14032	KAZ14057	Chokpak	Chokpak	Chokpak_03	Chokpak_08	Allosome	K = 7	-0.037119	Individual
KAZ14003	KAZ14057	Chokpak	Chokpak	Chokpak_02	Chokpak_08	Allosome	K = 5	 0.060982	Individual
KAZ14032	KAZ14057	Chokpak	Chokpak	Chokpak_03	Chokpak_08	Autosomes	K = 6	 0.008244	Individual
KAZ14057	KAZ14057	Chokpak	Chokpak	Chokpak_08	Chokpak_08	Allosome	K = 3	10	Individual
KAZ14055	KAZ14057	Chokpak	Chokpak	Chokpak_07	Chokpak_08	Autosomes	K = 5	 0.009783	Individual
KAZ14003	KAZ14057	Chokpak	Chokpak	Chokpak_02	Chokpak_08	Autosomes	K = 4	 0.002442	Individual
KAZ14057	KAZ14057	Chokpak	Chokpak	Chokpak_08	Chokpak_08	Autosomes	K = 7	10	Individual
KAZ14054	KAZ14057	Chokpak	Chokpak	Chokpak_06	Chokpak_08	Allosome	K = 4	 0.098724	Individual
KAZ14032	KAZ14057	Chokpak	Chokpak	Chokpak_03	Chokpak_08	Autosomes	K = 5	 0.008244	Individual
KAZ14032	KAZ14057	Chokpak	Chokpak	Chokpak_03	Chokpak_08	Allosome	K = 2	 0.042443	Individual
KAZ14053	KAZ14057	Chokpak	Chokpak	Chokpak_05	Chokpak_08	Allosome	K = 2	 0.051056	Individual
KAZ14001	KAZ14057	Chokpak	Chokpak	Chokpak_01	Chokpak_08	Allosome	K = 3	 0.023436	Individual
KAZ14003	KAZ14057	Chokpak	Chokpak	Chokpak_02	Chokpak_08	Autosomes	K = 6	 0.002442	Individual
KAZ14032	KAZ14057	Chokpak	Chokpak	Chokpak_03	Chokpak_08	Allosome	K = 3	 0.025705	Individual
KAZ14032	KAZ14057	Chokpak	Chokpak	Chokpak_03	Chokpak_08	Autosomes	K = 7	 0.008244	Individual
KAZ14054	KAZ14057	Chokpak	Chokpak	Chokpak_06	Chokpak_08	Autosomes	K = 7	 0.003159	Individual
KAZ14057	KAZ14057	Chokpak	Chokpak	Chokpak_08	Chokpak_08	Allosome	K = 2	10	Individual
KAZ14001	KAZ14057	Chokpak	Chokpak	Chokpak_01	Chokpak_08	Autosomes	K = 7	 0.001588	Individual
KAZ14057	KAZ14057	Chokpak	Chokpak	Chokpak_08	Chokpak_08	Allosome	K = 4	10	Individual
KAZ14032	KAZ14057	Chokpak	Chokpak	Chokpak_03	Chokpak_08	Autosomes	K = 3	 0.008244	Individual
KAZ14054	KAZ14057	Chokpak	Chokpak	Chokpak_06	Chokpak_08	Autosomes	K = 6	 0.003159	Individual
KAZ14001	KAZ14057	Chokpak	Chokpak	Chokpak_01	Chokpak_08	Allosome	K = 7	-0.026822	Individual
KAZ14055	KAZ14057	Chokpak	Chokpak	Chokpak_07	Chokpak_08	Allosome	K = 6	 0.003511	Individual
KAZ14035	KAZ14057	Chokpak	Chokpak	Chokpak_04	Chokpak_08	Autosomes	K = 3	 0.008531	Individual
KAZ14057	KAZ14057	Chokpak	Chokpak	Chokpak_08	Chokpak_08	Allosome	K = 6	10	Individual
KAZ14055	KAZ14057	Chokpak	Chokpak	Chokpak_07	Chokpak_08	Autosomes	K = 4	 0.009783	Individual
KAZ14001	KAZ14057	Chokpak	Chokpak	Chokpak_01	Chokpak_08	Autosomes	K = 6	 0.001588	Individual
KAZ14003	KAZ14057	Chokpak	Chokpak	Chokpak_02	Chokpak_08	Autosomes	K = 5	 0.002442	Individual
KAZ14001	KAZ14057	Chokpak	Chokpak	Chokpak_01	Chokpak_08	Allosome	K = 4	 0.023457	Individual
KAZ14053	KAZ14057	Chokpak	Chokpak	Chokpak_05	Chokpak_08	Allosome	K = 6	 0.025878	Individual
KAZ14035	KAZ14057	Chokpak	Chokpak	Chokpak_04	Chokpak_08	Allosome	K = 2	 0.143428	Individual
KAZ14001	KAZ14057	Chokpak	Chokpak	Chokpak_01	Chokpak_08	Autosomes	K = 3	 0.001588	Individual
KAZ14053	KAZ14057	Chokpak	Chokpak	Chokpak_05	Chokpak_08	Autosomes	K = 3	 0.004212	Individual
KAZ14035	KAZ14057	Chokpak	Chokpak	Chokpak_04	Chokpak_08	Autosomes	K = 6	 0.008531	Individual
KAZ14053	KAZ14057	Chokpak	Chokpak	Chokpak_05	Chokpak_08	Autosomes	K = 2	 0.007054	Individual
KAZ14032	KAZ14057	Chokpak	Chokpak	Chokpak_03	Chokpak_08	Autosomes	K = 4	 0.008244	Individual
KAZ14054	KAZ14057	Chokpak	Chokpak	Chokpak_06	Chokpak_08	Allosome	K = 6	 0.098654	Individual
KAZ14055	KAZ14057	Chokpak	Chokpak	Chokpak_07	Chokpak_08	Allosome	K = 7	-0.034071	Individual
KAZ14055	KAZ14057	Chokpak	Chokpak	Chokpak_07	Chokpak_08	Autosomes	K = 6	 0.009783	Individual
KAZ14035	KAZ14057	Chokpak	Chokpak	Chokpak_04	Chokpak_08	Autosomes	K = 2	 0.011187	Individual
KAZ14035	KAZ14057	Chokpak	Chokpak	Chokpak_04	Chokpak_08	Allosome	K = 3	 0.116790	Individual
KAZ14055	KAZ14057	Chokpak	Chokpak	Chokpak_07	Chokpak_08	Allosome	K = 5	 0.003658	Individual
KAZ14057	KAZ14057	Chokpak	Chokpak	Chokpak_08	Chokpak_08	Autosomes	K = 5	10	Individual
KAZ14035	KAZ14057	Chokpak	Chokpak	Chokpak_04	Chokpak_08	Autosomes	K = 4	 0.008531	Individual
KAZ14035	KAZ14057	Chokpak	Chokpak	Chokpak_04	Chokpak_08	Allosome	K = 6	 0.116605	Individual
KAZ14035	KAZ14057	Chokpak	Chokpak	Chokpak_04	Chokpak_08	Autosomes	K = 5	 0.008531	Individual
KAZ14003	KAZ14057	Chokpak	Chokpak	Chokpak_02	Chokpak_08	Autosomes	K = 2	 0.005231	Individual
KAZ14053	KAZ14057	Chokpak	Chokpak	Chokpak_05	Chokpak_08	Autosomes	K = 4	 0.004212	Individual
KAZ14053	KAZ14057	Chokpak	Chokpak	Chokpak_05	Chokpak_08	Allosome	K = 7	-0.005412	Individual
KAZ14054	KAZ14057	Chokpak	Chokpak	Chokpak_06	Chokpak_08	Allosome	K = 3	 0.098813	Individual
KAZ14003	KAZ14057	Chokpak	Chokpak	Chokpak_02	Chokpak_08	Allosome	K = 6	 0.060863	Individual
KAZ14053	KAZ14057	Chokpak	Chokpak	Chokpak_05	Chokpak_08	Autosomes	K = 5	 0.004212	Individual
KAZ14035	KAZ14057	Chokpak	Chokpak	Chokpak_04	Chokpak_08	Allosome	K = 5	 0.116683	Individual
KAZ14003	KAZ14057	Chokpak	Chokpak	Chokpak_02	Chokpak_08	Autosomes	K = 3	 0.002442	Individual
KAZ14032	KAZ14057	Chokpak	Chokpak	Chokpak_03	Chokpak_08	Allosome	K = 5	 0.025724	Individual
KAZ14053	KAZ14057	Chokpak	Chokpak	Chokpak_05	Chokpak_08	Allosome	K = 5	 0.025947	Individual
KAZ14055	KAZ14057	Chokpak	Chokpak	Chokpak_07	Chokpak_08	Autosomes	K = 2	 0.012380	Individual
KAZ14054	KAZ14057	Chokpak	Chokpak	Chokpak_06	Chokpak_08	Autosomes	K = 3	 0.003159	Individual
KAZ14054	KAZ14057	Chokpak	Chokpak	Chokpak_06	Chokpak_08	Allosome	K = 2	 0.121840	Individual
KAZ14001	KAZ14057	Chokpak	Chokpak	Chokpak_01	Chokpak_08	Autosomes	K = 2	 0.004745	Individual
KAZ14001	KAZ14057	Chokpak	Chokpak	Chokpak_01	Chokpak_08	Allosome	K = 2	 0.047671	Individual
KAZ14054	KAZ14057	Chokpak	Chokpak	Chokpak_06	Chokpak_08	Autosomes	K = 2	 0.006116	Individual
KAZ14055	KAZ14057	Chokpak	Chokpak	Chokpak_07	Chokpak_08	Autosomes	K = 3	 0.009783	Individual
KAZ14003	KAZ14057	Chokpak	Chokpak	Chokpak_02	Chokpak_08	Allosome	K = 2	 0.096008	Individual
KAZ14053	KAZ14057	Chokpak	Chokpak	Chokpak_05	Chokpak_08	Allosome	K = 3	 0.026018	Individual
KAZ14054	KAZ14057	Chokpak	Chokpak	Chokpak_06	Chokpak_08	Autosomes	K = 4	 0.003159	Individual
KAZ14053	KAZ14057	Chokpak	Chokpak	Chokpak_05	Chokpak_08	Autosomes	K = 6	 0.004212	Individual
KAZ14001	KAZ14057	Chokpak	Chokpak	Chokpak_01	Chokpak_08	Allosome	K = 6	 0.023368	Individual
KAZ14003	KAZ14057	Chokpak	Chokpak	Chokpak_02	Chokpak_08	Allosome	K = 3	 0.060931	Individual
KAZ14003	KAZ14057	Chokpak	Chokpak	Chokpak_02	Chokpak_08	Allosome	K = 4	 0.060988	Individual
KAZ14032	KAZ14057	Chokpak	Chokpak	Chokpak_03	Chokpak_08	Autosomes	K = 2	 0.011467	Individual
KAZ14055	KAZ14057	Chokpak	Chokpak	Chokpak_07	Chokpak_08	Allosome	K = 4	 0.003669	Individual
KAZ14057	KAZ14057	Chokpak	Chokpak	Chokpak_08	Chokpak_08	Autosomes	K = 3	10	Individual
KAZ14057	KAZ14057	Chokpak	Chokpak	Chokpak_08	Chokpak_08	Autosomes	K = 4	10	Individual
KAZ14001	KAZ14057	Chokpak	Chokpak	Chokpak_01	Chokpak_08	Allosome	K = 5	 0.023452	Individual
KAZ14003	KAZ14057	Chokpak	Chokpak	Chokpak_02	Chokpak_08	Autosomes	K = 7	 0.002442	Individual
KAZ14053	KAZ14057	Chokpak	Chokpak	Chokpak_05	Chokpak_08	Allosome	K = 4	 0.025952	Individual
KAZ14001	KAZ14057	Chokpak	Chokpak	Chokpak_01	Chokpak_08	Autosomes	K = 5	 0.001588	Individual
KAZ14035	KAZ14057	Chokpak	Chokpak	Chokpak_04	Chokpak_08	Autosomes	K = 7	 0.008531	Individual
KAZ14003	KAZ14057	Chokpak	Chokpak	Chokpak_02	Chokpak_08	Allosome	K = 7	 0.003590	Individual
KAZ14054	KAZ14057	Chokpak	Chokpak	Chokpak_06	Chokpak_08	Allosome	K = 5	 0.098720	Individual
KAZ14057	KAZ14057	Chokpak	Chokpak	Chokpak_08	Chokpak_08	Allosome	K = 5	10	Individual
KAZ14057	KAZ14057	Chokpak	Chokpak	Chokpak_08	Chokpak_08	Autosomes	K = 6	10	Individual
KAZ14057	KAZ14057	Chokpak	Chokpak	Chokpak_08	Chokpak_08	Allosome	K = 7	10	Individual
KAZ14054	KAZ14057	Chokpak	Chokpak	Chokpak_06	Chokpak_08	Autosomes	K = 5	 0.003159	Individual
KAZ14032	KAZ14057	Chokpak	Chokpak	Chokpak_03	Chokpak_08	Allosome	K = 6	 0.025579	Individual
KAZ14035	KAZ14057	Chokpak	Chokpak	Chokpak_04	Chokpak_08	Allosome	K = 7	 0.039927	Individual
KAZ14054	KAZ14057	Chokpak	Chokpak	Chokpak_06	Chokpak_08	Allosome	K = 7	 0.058066	Individual
KAZ14055	KAZ14057	Chokpak	Chokpak	Chokpak_07	Chokpak_08	Allosome	K = 3	 0.003794	Individual
KAZ14055	KAZ14057	Chokpak	Chokpak	Chokpak_07	Chokpak_08	Autosomes	K = 7	 0.009783	Individual
KAZ14032	KAZ14057	Chokpak	Chokpak	Chokpak_03	Chokpak_08	Allosome	K = 4	 0.025733	Individual
KAZ14001	KAZ14057	Chokpak	Chokpak	Chokpak_01	Chokpak_08	Autosomes	K = 4	 0.001588	Individual
KAZ14053	KAZ14057	Chokpak	Chokpak	Chokpak_05	Chokpak_08	Autosomes	K = 7	 0.004212	Individual
KAZ14055	KAZ14057	Chokpak	Chokpak	Chokpak_07	Chokpak_08	Allosome	K = 2	 0.032003	Individual
KAZ14032	KAZ14059	Chokpak	Chokpak	Chokpak_03	Chokpak_09	Allosome	K = 7	 0.010159	Individual
KAZ14057	KAZ14059	Chokpak	Chokpak	Chokpak_08	Chokpak_09	Autosomes	K = 2	 0.009029	Individual
KAZ14032	KAZ14059	Chokpak	Chokpak	Chokpak_03	Chokpak_09	Allosome	K = 2	 0.083662	Individual
KAZ14003	KAZ14059	Chokpak	Chokpak	Chokpak_02	Chokpak_09	Allosome	K = 5	 0.067157	Individual
KAZ14003	KAZ14059	Chokpak	Chokpak	Chokpak_02	Chokpak_09	Autosomes	K = 4	 0.008462	Individual
KAZ14035	KAZ14059	Chokpak	Chokpak	Chokpak_04	Chokpak_09	Allosome	K = 4	 0.062076	Individual
KAZ14054	KAZ14059	Chokpak	Chokpak	Chokpak_06	Chokpak_09	Autosomes	K = 7	 0.004516	Individual
KAZ14057	KAZ14059	Chokpak	Chokpak	Chokpak_08	Chokpak_09	Allosome	K = 3	 0.038339	Individual
KAZ14054	KAZ14059	Chokpak	Chokpak	Chokpak_06	Chokpak_09	Allosome	K = 4	 0.011195	Individual
KAZ14053	KAZ14059	Chokpak	Chokpak	Chokpak_05	Chokpak_09	Allosome	K = 2	 0.029221	Individual
KAZ14003	KAZ14059	Chokpak	Chokpak	Chokpak_02	Chokpak_09	Autosomes	K = 5	 0.008462	Individual
KAZ14001	KAZ14059	Chokpak	Chokpak	Chokpak_01	Chokpak_09	Allosome	K = 7	 0.034595	Individual
KAZ14032	KAZ14059	Chokpak	Chokpak	Chokpak_03	Chokpak_09	Autosomes	K = 6	 0.008967	Individual
KAZ14059	KAZ14059	Chokpak	Chokpak	Chokpak_09	Chokpak_09	Allosome	K = 5	10	Individual
KAZ14001	KAZ14059	Chokpak	Chokpak	Chokpak_01	Chokpak_09	Allosome	K = 3	 0.074091	Individual
KAZ14001	KAZ14059	Chokpak	Chokpak	Chokpak_01	Chokpak_09	Autosomes	K = 7	 0.003257	Individual
KAZ14055	KAZ14059	Chokpak	Chokpak	Chokpak_07	Chokpak_09	Autosomes	K = 5	 0.001511	Individual
KAZ14054	KAZ14059	Chokpak	Chokpak	Chokpak_06	Chokpak_09	Allosome	K = 3	 0.011260	Individual
